"","Ctrl2","Ctrl8","P18","P19","P20","P21","P22","P23"
"CEP76",29.729214076655,16.0635865465609,5.36766024633139,10.5722082122618,4.94996381177971,34.1582807548073,36.0310045558686,19.7100345000966
"CEP192",87.984726053453,88.3497260060848,12.6871969458742,43.4635226504095,72.7644680331618,78.0760702967025,58.0762902380776,50.2136593216747
"RNMT",136.616908618155,130.199596219493,109.305081379839,173.266745700957,111.869182146222,125.247029434294,92.4479722157154,216.810379501063
"SMAD7",31.963201261606,13.1045048142997,14.6390733990856,13.5089327156678,42.0746924001276,54.6532492076917,0,24.8721863929791
"RNF125",137.819824794667,101.876956782136,84.4186566013937,159.757812985289,72.7644680331618,215.359827235071,91.2627418026934,176.451737429436
"ANKRD12",332.864090557692,389.330610773225,239.104865518398,570.311898561454,360.357365497563,321.087839095189,229.934700126267,725.516984217842
"POLI",58.0836668087249,42.2725961751602,64.8998920692795,31.7166246367853,35.6397394448139,46.5203252184519,35.5569123906598,24.4028998572625
"MIB1",166.174277526737,82.8542885033139,112.720865172959,62.2585594722081,86.129370324967,192.26232310563,26.5491612516926,47.3979401073752
"RBBP8",112.558585087914,73.1315913830271,29.2781467981712,28.192555232698,70.2894861272719,176.647109046289,62.1060736423524,119.198780072013
"RIOK3",147.958689710983,99.763326973378,1927.47799754627,167.393296694145,1440.4394692279,216.986412032919,301.048524907586,286.734073322834
"CSTF2",9.10779390787697,11.4136009672932,6.3435984729371,31.7166246367853,6.9299493364916,3.90380351483512,24.1787004256486,10.7935903214815
"PSMD10",144.693631517593,90.8860817765944,88.8103786211193,7.63548370885572,121.274113388603,190.310421348212,139.857188736595,59.1301035002898
"ATG4A",12.54469726934,5.07271154101922,0.487969113302854,17.0330021197551,6.43495295531363,13.3379953423533,0,3.75429228573269
"TBL1X",18.2155878157539,53.6861971424534,17.5668880789027,9.39751841089934,16.829876960051,0.650633919139187,19.6748248561651,41.2972151430596
"PGRMC1",101.044958827012,36.7771586723893,45.3811275371654,19.9697266231611,26.2348082024325,107.029279698396,41.4830644557697,91.9801610004508
"POLA1",29.2136785724356,105.6814904379,34.1578379311997,44.0508675510907,70.2894861272719,26.3506737251371,82.4920367463307,74.1472726432206
"NKAP",25.6049300428994,25.7862836668477,4.87969113302854,45.2255573524531,14.3548950541612,13.0126783827837,0.474092165208797,27.6879056072786
"NXT2",86.0944292046484,19.8681202023253,50.7487877834968,9.39751841089934,36.1347358259919,290.508044895647,73.7213316899679,28.6264786787117
"ALG13",136.273218282008,149.644990460067,99.0577300004793,105.722082122618,103.949240047374,194.539541822617,64.7135805510008,88.6951552504348
"PRPS2",230.616215554168,72.2861394595239,46.8450348770739,67.544663578339,104.93923280973,351.9929502543,115.204396145738,73.677986107504
"MOSPD1",28.3544527320698,12.6817788525481,191.771861528021,10.5722082122618,114.344164052111,62.460856237362,9.71888938678034,13.1400230000644
"AMMECR1",104.653707356549,68.0588798420079,37.5736217243197,60.4965247701645,64.3495295531363,57.5811018438181,27.971437747319,48.3365131788084
"CHRDL1",0.17184516807315,1.26817788525481,4.39172201972568,1.76203470204363,2.96997828706783,10.0848257466574,34.3716819776378,0.938573071433172
"WDR13",21.8243363452901,70.5952356125175,108.329143153233,57.5598002667585,47.0246562119073,12.6873614232142,44.3276174470225,44.1129343573591
"SUV39H1",7.04565189099917,5.07271154101922,0,6.4607939074933,12.8699059106273,7.15697311053106,4.97796773469237,9.85501725004831
"XIAP",48.2884922285553,47.3453077161794,38.5495599509254,77.5295268899196,44.0546779248394,52.050713531135,68.0322257074624,50.2136593216747
"STAG2",375.82538257598,140.767745263283,245.448463991335,172.092055899594,204.433505426502,858.186139344588,160.717244005782,266.554752287021
"ATP11C",97.4362102974763,61.7179904157339,106.377266700022,118.056325036923,55.4395946919328,181.852180399403,64.0024423031876,94.3265936790338
"ABCD1",2.23398718495096,1.26817788525481,0,51.0990063592652,29.6997828706783,0.325316959569594,9.95593546938474,10.3243037857649
"CCDC22",4.81166470604821,6.76361538802563,3.41578379311997,4.11141430476846,23.7598262965426,0.650633919139187,27.4973455821102,0.938573071433172
"PLP2",181.812187821393,54.9543750277082,447.467676898717,182.664264111856,239.578248490138,307.099209833696,110.937566658859,301.751242465765
"PLS3",25.08939453868,4.64998557926762,19.5187645321141,0,1.48498914353391,23.4228210890107,0,7.03929803574879
"NAA10",8.93594873980383,18.1772163553189,10.2473513793599,32.8913144381477,16.829876960051,1.95190175741756,7.82252072594515,34.2579171073108
"RENBP",0,5.91816346452242,14.1511042857828,0,0,0,4.26682948687917,0
"ELF4",19.2466588241929,32.5498990548733,100.521637340388,38.1774185442786,16.829876960051,33.1823298760985,45.2758017774401,31.4421978930113
"ASB9",15.981600630803,8.87724519678364,0.487969113302854,4.69875920544967,6.9299493364916,2.92785263612634,7.82252072594515,2.34643267858293
"ZC3H12B",12.54469726934,23.2499278963381,0.487969113302854,0,8.90993486120348,5.53038831268309,0,6.10072496431562
"RBBP7",253.815313244043,169.513110662392,302.052881134466,243.16078888202,239.578248490138,432.02092230842,231.831068787102,254.35330235839
"SLC25A14",12.3728521012668,5.07271154101922,18.5428263055084,57.5598002667585,25.2448154400765,38.7127181887816,0.948184330417594,17.3636018215137
"FMR1",128.540185718717,51.1498413719438,55.6284789165253,59.3218349688021,83.6543884190772,262.530786372662,41.4830644557697,94.3265936790338
"PIM2",25.4330848748263,80.7406586945559,196.65155266105,123.929774043735,52.469616404865,47.8215930567303,20.1489170213739,140.785960714976
"SCML2",51.7253955900183,35.5089807871345,16.590949852297,5.28610410613088,47.0246562119073,123.620444636446,26.0750690864838,23.9336133215459
"SLC35A2",12.2010069331937,17.7544903935673,8.78344403945136,7.63548370885572,32.6697611577461,6.83165615096147,1.42227649562639,17.3636018215137
"PQBP1",23.5427880260216,59.6043606069758,58.0683244830396,83.9903207974129,54.9445983107548,22.7721871698716,28.9196220777366,60.5379631074396
"EMD",12.7165424374131,32.5498990548733,49.2848804435882,28.7799001333792,34.15475030128,4.22912047440472,27.7343916647146,24.8721863929791
"TAFAZZIN",22.1680266814364,76.0906731152883,0,23.4937960272484,26.2348082024325,16.5911649380493,39.3496497123302,35.6657767144605
"PGK1",401.258467450806,185.153971247202,324.499460346398,238.462029676571,299.472810612673,608.993348314279,325.701317498444,180.675316250886
"GATA1",66.1603897081629,146.685908727806,52.2126951234053,85.7523554994565,118.304135101535,5.2050713531135,35.5569123906598,64.2922553931723
"MAGT1",142.631489500715,108.640572170162,141.511042857828,45.8129022531343,88.6043522308569,317.509352539923,58.0762902380776,103.712324393366
"SMS",160.847077316469,162.749495274367,119.552432759199,95.1498739103558,157.408849214595,194.864858782187,117.337810889177,221.972531393945
"UBL4A",10.1388649163159,18.1772163553189,16.590949852297,24.0811409279296,10.8899203859154,11.3860935849358,5.68910598250556,13.609309535781
"CD99L2",6.01458088256027,24.5181057815929,4.39172201972568,56.385110465396,7.91994209884754,5.2050713531135,15.6450414518903,6.10072496431562
"EEA1",79.7361579859418,60.449812530479,38.0615908376226,30.5419348354229,57.4195802166447,125.897663353433,118.997133467408,56.7836708217069
"RP2",85.2352033642826,51.995293295447,103.937421133508,24.6684858286108,40.5897032565936,92.064699558195,77.9881611768471,52.090805464541
"JADE3",32.1350464296791,26.2090096285993,8.78344403945136,14.096277616349,8.41493848002551,30.5797941995418,8.53365897375835,15.9557422143639
"CDK16",30.0729044128013,59.1816346452242,63.435984729371,213.206198947279,49.0046417366192,9.10887486794862,129.427161102002,129.523083857778
"USP11",31.963201261606,93.422437547104,41.4773746307426,142.137465964853,72.2694716519838,13.6633123019229,146.257432966914,83.5330033575523
"HTATSF1",105.684778364988,110.331476017168,162.005745616547,88.6890800028625,136.124004823942,170.140769854897,119.708271715221,104.650897464799
"CD40LG",14.9505296223641,5.49543750277082,0,0,0.494996381177971,0.325316959569594,0,0.469286535716586
"TIMP1",71.3157447503575,71.4406875360207,104.913359360114,41.1141430476846,48.5096453554412,13.9886292614925,28.2084838299234,50.6829458573913
"FGD1",6.35827121870657,0,14.6390733990856,0,0.494996381177971,0,0,2.81571921429952
"PIN4",52.7564665984572,73.9770433065303,11.2232896059656,42.8761777497282,34.15475030128,80.02797205412,38.1644192993082,51.6215189288245
"MAGED2",80.2516934901613,29.5908173226121,62.4600465027653,25.8431756299732,32.6697611577461,52.050713531135,92.210926133111,12.2014499286312
"RBM3",650.949496661094,402.435115587525,281.070209262444,455.779642928618,461.831623639047,1055.9788507629,297.729879751125,652.777571181771
"KLF8",7.56118739521862,14.7954086613061,0,0,0.989992762355943,2.27721871698716,8.77070505636275,12.2014499286312
"SYTL4",8.07672289943807,19.4453942405737,0,0,9.40493124238145,0,0,5.63143842859903
"ZDHHC15",18.3874329838271,8.03179327328043,0,0,1.48498914353391,4.55443743397431,0,14.0785960714976
"CENPI",1.89029684880466,4.64998557926762,0,0,3.4649746682458,8.13292398923984,16.5932257823079,8.91644417861513
"PBDC1",41.4146855056293,51.5725673336954,23.9104865518398,43.4635226504095,34.15475030128,93.0406504369038,50.0167234295281,46.459367035942
"GLA",50.6943245815794,65.9452500332499,56.604417143131,31.1292797361041,49.0046417366192,41.9658877844776,82.0179445811219,22.9950402501127
"ARMCX3",129.571256727155,70.1725096507659,40.9894055174397,95.737218811037,72.2694716519838,65.0633919139187,26.5491612516926,99.0194590361996
"BEX4",124.415901684961,79.0497548475495,96.1299153206621,25.255830729292,59.8945621225345,115.162203687636,142.464695645243,26.7493325358454
"RUBCNL",43.6486726905802,45.2316779074214,282.534116602352,112.770220930792,131.66903739334,203.323099730996,74.9065621029899,206.486075715298
"TNFSF13B",150.02083172786,90.0406298530912,78.0750581284566,92.800494307631,64.3495295531363,263.506737251371,101.455723354683,74.6165591789372
"FNDC3A",184.90540084671,80.3179327328043,228.369545025735,60.4965247701645,92.0693268991027,296.689067127469,183.710714018409,174.105304750853
"CDADC1",50.0069439092868,60.8725384922306,17.0789189655999,36.4153838422349,17.324873341229,32.2063789973898,29.3937142429454,38.48149592876
"CAB39L",11.1699359247548,1.69090384700641,0,0,9.40493124238145,2.60253567655675,31.0530368211762,5.63143842859903
"KLF5",33.5098077742643,27.4771875138541,1.46390733990856,0,4.45496743060174,0,0,4.22357882144927
"STK24",9.62332941209643,6.34088942627403,29.7661159114741,7.04813880817451,38.1147213507038,3.25316959569594,25.600976921275,42.7050747502093
"ACP5",2.40583235302411,8.03179327328043,88.8103786211193,1.76203470204363,36.6297322071699,0.325316959569594,1.42227649562639,10.7935903214815
"DNAJC3",155.176186770055,65.0997981097467,339.138533745483,116.294290334879,94.5443088049925,220.890215547754,242.972234669508,158.149562536489
"UGGT2",57.052595800286,26.6317355903509,0,27.0178654313356,5.44496019295768,8.45824094880943,4.26682948687917,22.0564671786795
"ARHGEF7",52.9283117665303,151.758620268825,125.896031232136,168.567986495507,110.384193002688,136.958439978799,184.421852266222,198.038918072399
"PARP4",132.320779416326,83.6997404268171,102.473513793599,71.0687329824263,79.1994209884754,134.355904302242,160.480197923178,62.8843957860225
"SUPT20H",114.964417440938,36.3544327106377,36.597683497714,50.511661458584,49.4996381177971,74.8229007010065,17.7784561953299,37.5429228573269
"MRPS31",87.2973453811604,84.9679183120719,0,22.9064511265671,38.1147213507038,62.7861731969316,46.6980782730665,43.1743612859259
"SLC25A15",22.1680266814364,15.6408605848093,0,0,0,7.48229007010065,0,12.2014499286312
"KPNA3",140.569347483837,65.0997981097467,34.6458070445026,51.6863512599464,59.8945621225345,233.252260011399,71.1138247813196,123.422358893462
"RGCC",50.1787890773599,47.768033677931,96.617884433965,22.9064511265671,22.7698335341867,41.9658877844776,27.4973455821102,37.0736363216103
"VWA8",35.400104623069,46.0771298309246,18.5428263055084,19.9697266231611,47.0246562119073,53.3519813694134,1.89636866083519,30.9729113572947
"DGKH",8.76410357173067,16.4863125083125,10.7353204926628,1.76203470204363,8.41493848002551,29.2785263612634,2.84455299125278,10.7935903214815
"KATNAL1",41.2428403375561,56.222552912963,54.6525406899196,97.4992535130807,57.4195802166447,132.078685585255,29.156668160341,50.6829458573913
"INTS6",120.463462819278,148.799538536564,142.486981084433,47.5749369551779,151.468892640459,215.685144194641,152.420631114628,84.4715764289855
"DHRS12",9.45148424402328,4.22725961751602,38.5495599509254,46.9875920544967,22.7698335341867,11.3860935849358,8.77070505636275,7.97787110718196
"TSC22D1",327.021354843205,254.058303012713,118.088525419291,79.2915615919632,152.953881783993,231.95099217312,78.9363455072647,47.8672266430918
"CLN5",14.7786844542909,27.0544615521025,21.4706409853256,150.360294574389,29.6997828706783,21.4709193315932,31.7641750689894,45.9900805002254
"MGRN1",12.54469726934,31.2817211696185,37.5736217243197,134.501982255997,43.5596815436615,9.75950878708781,41.2460183731653,17.8328883572303
"ZNF629",2.57767752109726,15.6408605848093,14.6390733990856,0.587344900681209,7.91994209884754,1.30126783827837,8.77070505636275,7.03929803574879
"TRADD",6.70196155485287,22.4044759728349,92.2261624142393,78.704216691282,34.649746682458,9.10887486794862,32.712359399407,47.8672266430918
"CORO1A",38.6651628164589,79.8952067710527,504.560063155151,312.467487162403,287.592897464401,75.7988515797153,213.341474343959,215.87180642963
"MAPK3",6.53011638677972,27.8999134756057,14.6390733990856,26.4305205306544,19.7998552471189,0.975950878708781,18.4895944431431,9.38573071433172
"ELMO3",1.7184516807315,3.38180769401281,2.43984556651427,6.4607939074933,7.91994209884754,0.325316959569594,11.1411658824067,1.40785960714976
"PHKB",126.478043701839,117.517817366945,156.150116256913,181.489574310494,158.893838358129,195.190175741756,93.396156546133,163.781000965089
"LYRM1",50.3506342454331,18.1772163553189,17.5668880789027,13.5089327156678,22.2748371530087,80.6786059732592,41.7201105383741,15.4864556786473
"NUTF2",100.35757815472,78.6270288857979,136.143382611496,27.6052103320168,147.013925209857,125.247029434294,158.109737097134,38.9507824644766
"NUP93",53.4438472707498,43.1180480986634,127.847907685348,59.9091798694833,48.0146489742632,48.1469100162999,60.9208432293304,95.7344532861835
"CENPT",20.4495750007049,67.6361538802563,31.7179923646855,33.4786593388289,47.0246562119073,13.9886292614925,44.3276174470225,38.48149592876
"NFAT5",101.044958827012,61.7179904157339,121.992278325713,69.8940431810639,81.6744028943653,48.797543935439,154.791091940672,58.1915304288567
"LONP2",76.2992546244788,105.258764476149,136.631351724799,97.4992535130807,49.4996381177971,91.4140656390558,117.100764806573,89.6337283218679
"N4BP1",38.3214724803126,54.108923104205,28.3022085715655,92.800494307631,63.3595367907803,29.2785263612634,64.239488385792,74.6165591789372
"DHODH",9.27963907595013,20.7135721258285,30.2540850247769,20.5570715238423,17.324873341229,4.87975439354391,43.3794331166049,4.22357882144927
"CTCF",110.668288239109,68.9043317655111,31.2300232513826,123.929774043735,166.318784075798,87.5102621242207,71.5879169465284,103.712324393366
"ACD",11.6854714289742,32.1271730931217,18.5428263055084,32.3039695374665,35.144743063636,0.975950878708781,77.0399768464295,11.2628768571981
"POLR2C",18.9029684880466,25.3635577050961,34.6458070445026,2.93672450340604,37.6197249695258,16.5911649380493,33.4234976472202,29.5650517501449
"ZNF821",0.343690336146301,0,0,10.5722082122618,5.44496019295768,0,0,0
"USB1",28.0107623959235,19.4453942405737,22.9345483252341,38.7647634449598,47.0246562119073,15.9405310189101,55.942875494638,17.8328883572303
"CYB5B",90.218713238404,60.0270865687274,64.4119229559767,22.3191062258859,70.7844825084499,120.36727504075,65.6617648814184,74.1472726432206
"NME3",23.8864783621679,57.4907307982178,14.6390733990856,64.0205941742518,53.9546055483989,15.2898970997709,22.5193778474179,54.9065246788406
"PSMD7",20.1058846645586,2.11362980875801,109.793050493142,11.159553112943,56.9245838354667,32.5316959569594,71.5879169465284,10.3243037857649
"SETD6",7.21749705907232,13.9499567378029,20.9826718720227,27.0178654313356,8.90993486120348,3.57848655526553,2.13341474343959,2.81571921429952
"SLC38A7",3.09321302531671,7.60906731152883,29.7661159114741,19.9697266231611,8.41493848002551,1.30126783827837,15.4079953692859,21.587180642963
"VAC14",14.0913037819983,21.1362980875801,14.6390733990856,27.6052103320168,51.479623642509,16.5911649380493,81.3068063333087,8.91644417861513
"TANGO6",4.12428403375561,7.60906731152883,2.43984556651427,0.587344900681209,7.42494571766957,2.27721871698716,16.5932257823079,0.469286535716586
"COG4",25.08939453868,72.2861394595239,55.1405098032225,11.159553112943,79.1994209884754,8.13292398923984,10.9041197998023,50.2136593216747
"SMPD3",8.93594873980383,4.64998557926762,139.559166404616,74.0054574858323,43.5596815436615,17.8924327763277,9.71888938678034,62.8843957860225
"SLC7A6",26.292310715192,24.5181057815929,46.3570657637711,89.2764249035437,33.659753920102,27.0013076442763,13.2745806258463,83.0637168218357
"PLA2G15",4.29612920182876,8.03179327328043,0.487969113302854,9.98486331158055,17.819869722407,8.78355790837903,0,8.44715764289855
"ESRP2",1.3747613445852,0,0,25.255830729292,2.47498190588986,0,16.1191336170991,4.69286535716586
"WDR59",35.0564142869227,79.8952067710527,101.985544680296,100.435978016487,116.324149576823,18.2177497358972,24.415746508253,66.6386880717552
"MON1B",13.9194586139252,27.0544615521025,20.4947027587198,18.7950368217987,22.7698335341867,11.3860935849358,27.4973455821102,21.587180642963
"CMC2",139.881966811544,142.45864911029,23.422517438537,218.49230305341,96.5242943297044,79.7026550945505,23.9416543430442,138.439528036393
"AXIN1",22.6835621856559,51.5725673336954,51.7247260101025,90.4511147049062,74.2494571766957,7.80760702967025,36.0310045558686,39.8893555359098
"HCFC1R1",10.1388649163159,17.7544903935673,6.3435984729371,18.2076919211175,19.3048588659409,4.22912047440472,7.58547464334075,3.2850057500161
"NPRL3",20.1058846645586,41.427144251657,140.047135517919,74.5928023865135,199.483541614722,5.53038831268309,54.5205989990117,63.8229688574557
"MLYCD",4.81166470604821,10.9908750055416,0,47.5749369551779,17.819869722407,2.60253567655675,27.971437747319,12.6707364643478
"MPG",7.90487773136492,1.69090384700641,50.2608186701939,28.192555232698,17.324873341229,5.85570527225269,34.6087280602422,7.50858457146538
"HSDL1",16.4971361350224,14.3726826995545,0,2.34937960272484,31.6797683953902,7.80760702967025,13.0375345432419,15.4864556786473
"TAF1C",3.43690336146301,15.2181346230577,46.3570657637711,19.3823817224799,4.94996381177971,5.2050713531135,74.6695160203855,17.3636018215137
"NAGPA",10.1388649163159,42.2725961751602,88.3224095078165,44.6382124517719,33.1647575389241,8.45824094880943,18.0155022779343,12.2014499286312
"COTL1",117.026559457815,155.140427962838,240.568772858307,144.486845567577,139.588979492188,133.705270383103,89.840465307067,275.940483001353
"USP10",160.503386980323,106.526942361404,92.2261624142393,118.056325036923,132.659030155696,119.066007202471,167.354534318705,148.763831822158
"TSC2",9.62332941209643,43.540774060415,25.3743938917484,25.255830729292,37.1247285883478,7.15697311053106,86.2847740680011,7.50858457146538
"ZNF500",2.40583235302411,14.7954086613061,5.85562935963424,17.0330021197551,8.41493848002551,0.650633919139187,0,7.97787110718196
"NME4",67.1914607166018,139.076841416277,70.7555214289138,55.2104206640336,120.284120626247,23.0975041294411,44.5646635296269,52.090805464541
"ABCC1",22.855407353729,26.6317355903509,16.590949852297,25.255830729292,42.0746924001276,8.13292398923984,5.92615206510996,16.8943152857971
"LMF1",3.43690336146301,8.03179327328043,16.1029807389942,15.2709674177114,6.43495295531363,3.25316959569594,26.786207334297,4.69286535716586
"CIAO3",12.54469726934,79.4724808093011,29.7661159114741,41.1141430476846,38.1147213507038,2.27721871698716,133.931036671485,16.8943152857971
"MTHFSD",10.4825552524622,10.56814904379,15.1270425123885,6.4607939074933,10.8899203859154,10.0848257466574,0.711138247813196,10.7935903214815
"CLCN7",1.54660651265835,4.64998557926762,26.3503321183541,5.87344900681209,4.94996381177971,1.95190175741756,0,3.2850057500161
"HAGHL",14.9505296223641,32.5498990548733,12.6871969458742,80.4662513933256,14.8498914353391,0.325316959569594,35.082820225451,11.7321633929147
"ANTKMT",6.87380672292602,16.0635865465609,8.29547492614851,14.6836225170302,4.94996381177971,4.87975439354391,0,16.4250287500805
"SLC7A5",32.4787367658254,21.9817500110833,364.512927637232,196.760541728205,167.308776838154,63.7621240756404,99.0852625286386,298.466236715749
"FBXO31",7.73303256329177,5.91816346452242,2.43984556651427,17.6203470204363,14.8498914353391,5.2050713531135,58.0762902380776,23.9336133215459
"NUBP1",3.78059369760931,12.2590528907965,3.90375290642283,28.7799001333792,7.91994209884754,7.80760702967025,13.5116267084507,3.2850057500161
"UBE2I",129.227566391009,221.085677996088,123.456185665622,324.801730076709,128.699059106273,102.149525304852,104.774368511144,254.822588894106
"CRYM",5.32720021026766,3.38180769401281,0,0,17.324873341229,0.650633919139187,0,10.3243037857649
"EEF2K",0.17184516807315,17.7544903935673,0.975938226605707,8.22282860953692,4.94996381177971,0.325316959569594,0,0
"CAPN15",9.27963907595013,41.0044182899054,29.2781467981712,103.372702519893,52.9646127860429,8.78355790837903,45.2758017774401,32.3807709644444
"PIEZO1",52.584621430384,158.944961618602,101.009606453691,216.730268351366,109.394200240332,19.193700614606,100.270492941661,145.948112607858
"GSPT1",292.136785724356,129.35414429599,593.37044177627,79.8789064926444,1237.49095294493,208.52817108411,107.855967585001,112.628768571981
"CLUAP1",25.9486203790457,54.9543750277082,4.87969113302854,49.9243165579027,32.6697611577461,16.5911649380493,16.5932257823079,22.9950402501127
"UBFD1",40.0399241610441,100.18605293513,60.5081700495538,105.134737221936,82.1693992755432,37.4114503505033,94.8184330417594,55.3758112145571
"EARS2",20.1058846645586,13.9499567378029,61.9720773894624,14.6836225170302,19.7998552471189,8.45824094880943,77.5140690116383,17.3636018215137
"ELOB",164.971361350224,214.744788569814,176.15684990233,172.679400800275,258.388110974901,181.201546480264,154.079953692859,128.584510786345
"GGA2",80.9390741624539,106.526942361404,157.126054483519,121.58039444101,116.819145958001,100.848257466574,101.929815519891,294.242657894299
"CPPED1",139.538276475398,38.8907884811474,41.9653437440454,24.0811409279296,15.3448878165171,27.9772585229851,61.869027559748,44.5822208930757
"USP31",10.1388649163159,2.95908173226121,41.9653437440454,4.69875920544967,2.96997828706783,5.85570527225269,0.237046082604398,1.87714614286634
"HMOX2",9.27963907595013,27.8999134756057,51.7247260101025,11.7468980136242,20.7898480094748,17.5671158167581,19.2007326909563,11.2628768571981
"DNAJA3",3.60874852953616,1.26817788525481,40.5014364041368,18.2076919211175,2.47498190588986,0,62.8172118901656,0.469286535716586
"BFAR",20.4495750007049,9.29997115853524,50.2608186701939,18.7950368217987,26.2348082024325,13.3379953423533,28.2084838299234,1.87714614286634
"RBL2",26.8078462194115,36.7771586723893,81.9788110348794,15.8583123183926,45.5396670683734,47.4962760971607,71.1138247813196,68.5158342146215
"QPRT",15.4660651265835,27.4771875138541,19.5187645321141,32.8913144381477,11.3849167670933,8.13292398923984,1.42227649562639,24.8721863929791
"XYLT1",81.4546096666733,52.8407452189502,97.5938226605707,82.8156309960504,90.5843377555687,131.753368625685,44.3276174470225,79.7787110718196
"PYCARD",17.3563619753882,35.5089807871345,17.0789189655999,35.8280389415537,21.2848443906528,23.7481380485803,26.5491612516926,54.437238143124
"RPGRIP1L",17.3563619753882,6.34088942627403,0,12.3342429143054,14.3548950541612,23.0975041294411,1.42227649562639,0.469286535716586
"STX4",20.9651105049244,41.0044182899054,0.487969113302854,27.0178654313356,45.5396670683734,3.57848655526553,15.8820875344947,43.6436478216425
"CDIPT",31.6195109254597,44.3862259839182,41.9653437440454,66.9573186776578,52.9646127860429,36.7608164313641,34.1346358950334,60.068676571723
"BCKDK",37.2904014718737,54.108923104205,123.456185665622,18.7950368217987,32.1747647765681,18.5430666954668,70.165640450902,15.9557422143639
"KAT8",25.4330848748263,53.6861971424534,22.4465792119313,21.7317613252047,35.6397394448139,17.8924327763277,13.9857188736595,48.3365131788084
"NOMO1",11.1699359247548,16.0635865465609,36.1097143844112,0,23.7598262965426,3.25316959569594,29.3937142429454,7.97787110718196
"CCP110",128.368340550643,106.104216399652,44.4051893105597,22.3191062258859,98.5042798544163,139.886292614925,116.152580476155,106.997330143382
"VPS35L",35.2282594549959,33.8180769401281,47.3330039903768,56.385110465396,34.15475030128,10.7354596657966,69.2174561204844,30.5036248215781
"RNF40",1.3747613445852,0.845451923503203,68.3156758623995,7.63548370885572,12.3749095294493,0,22.9934700126267,3.2850057500161
"KNOP1",1.3747613445852,7.18634134977723,0.975938226605707,21.1444164245235,3.95997104942377,4.22912047440472,3.31864515646158,5.63143842859903
"AAGAB",32.4787367658254,53.2634711807018,23.422517438537,75.7674921878759,38.6097177318818,52.050713531135,12.8004884606375,44.1129343573591
"LACTB",26.292310715192,21.1362980875801,11.2232896059656,31.7166246367853,6.9299493364916,10.410142706227,12.3263962954287,25.8107594644122
"CSK",73.8934222714547,167.399480853634,138.58322817801,192.061782522755,224.233360673621,47.8215930567303,103.115045932913,172.697445143704
"HERC1",164.283980677932,149.644990460067,395.742950888614,301.895278950141,331.647575389241,113.210301930219,150.998354619002,358.065626751755
"TRIP4",26.4641558832652,29.5908173226121,10.7353204926628,40.5267981470034,17.819869722407,13.0126783827837,41.9571566209785,16.4250287500805
"MTFMT",14.0913037819983,31.2817211696185,39.5254981775311,4.11141430476846,11.3849167670933,19.5190175741756,26.5491612516926,3.2850057500161
"RAB11A",342.487419969789,123.013254869716,154.198239803702,133.327292454634,149.488907115747,702.033998751183,169.250902979541,136.09309535781
"CTSH",8.42041323558437,10.9908750055416,103.937421133508,1.17468980136242,10.3949240047374,7.48229007010065,3.31864515646158,15.0171691429308
"TTC23",10.4825552524622,4.22725961751602,0,0,11.8799131482713,4.87975439354391,0,8.44715764289855
"FAH",35.5719497911421,70.1725096507659,29.7661159114741,19.3823817224799,50.4896308801531,17.8924327763277,52.3871842555721,18.7714614286634
"RPAP1",15.2942199585104,26.6317355903509,38.5495599509254,8.81017351021813,19.7998552471189,9.75950878708781,25.3639308386706,27.218619071562
"HOMER2",32.3068915977523,14.3726826995545,28.3022085715655,8.81017351021813,27.2248009647884,23.4228210890107,29.8678064081542,13.609309535781
"EHD4",5.84273571448712,12.6817788525481,73.6833361087309,10.5722082122618,8.41493848002551,12.3620444636446,32.9494054820114,16.4250287500805
"TMEM87A",128.19649538257,91.7315337000976,131.75166059177,197.347886628886,79.1994209884754,95.3178691538909,75.1436081855943,140.785960714976
"ZNF106",87.1255002130873,143.304101033793,137.607289951405,289.561036035836,178.693693605248,105.402694900548,157.161552766716,170.351012465121
"CEP152",57.3962861364323,97.64969716462,21.4706409853256,40.5267981470034,45.5396670683734,71.8950480648802,107.381875419793,80.2479976075362
"ATP8B4",313.445586565426,109.486024093665,74.1713052220337,75.1801472871947,104.93923280973,155.501506674266,185.132990514035,131.869516536361
"DTWD1",122.869295172303,89.6179038913396,43.9172201972568,56.385110465396,63.3595367907803,92.3900165177646,34.8457741428466,25.8107594644122
"GABPB1",220.305505469779,98.0724231263716,96.1299153206621,152.122329276433,85.1393775626111,470.408323537632,162.376566584013,168.473866322254
"BMF",7.21749705907232,12.2590528907965,18.5428263055084,83.4029758967317,22.2748371530087,6.50633919139187,5.68910598250556,48.8057997145249
"DMXL2",35.9156401272884,39.7362404046506,44.8931584238625,29.3672450340604,35.6397394448139,46.5203252184519,61.869027559748,84.4715764289855
"DNAJC17",7.73303256329177,11.4136009672932,24.8864247784455,18.7950368217987,31.1847720142122,9.10887486794862,1.65932257823079,28.6264786787117
"EIF3J",147.443154206763,98.0724231263716,107.353204926628,65.7826288762954,124.739088056849,161.357211946518,165.695211740475,41.7665016787762
"SPG11",65.4730090358703,63.4088942627403,72.7073978821252,28.192555232698,96.0292979485264,43.9177895418951,116.152580476155,94.3265936790338
"VPS18",6.18642605063342,13.9499567378029,0,18.7950368217987,6.43495295531363,6.83165615096147,5.45205989990117,6.10072496431562
"OIP5",8.93594873980383,5.91816346452242,6.83156758623995,0.587344900681209,4.94996381177971,11.0607766253662,0.237046082604398,0.938573071433172
